-DOCSTART- -X- -X- O
Джорджа PROPN I-NP B-Person
Буша PROPN I-NP I-Person
в ADP I-NP O
январе NOUN I-NP O
2004 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

После ADP B-VP O
этого PRON I-VP O
было AUX I-VP O
принято VERB I-VP O
решение NOUN B-NP O
о ADP I-NP O
завершении NOUN I-NP O
работ NOUN I-NP O
связанных VERB B-VP O
с ADP I-VP O
МКС PROPN I-VP B-Location
, PUNCT B-NP O
прекращение NOUN I-NP O
эксплуатации NOUN I-NP O
шаттлов NOUN I-NP O
к ADP I-NP O
2010 NUM I-NP O
году NOUN I-NP O
, PUNCT I-NP O
создание NOUN I-NP O
нового ADJ I-NP O
пилотируемого VERB B-VP O
корабля NOUN B-NP O
, PUNCT I-NP O
способного ADJ I-NP O
доставлять VERB B-VP O
астронавтов NOUN B-NP O
на ADP I-NP O
станцию NOUN I-NP O
и CCONJ I-NP O
со ADP I-NP O
станции NOUN I-NP O
, PUNCT I-NP O
и CCONJ I-NP O
в ADP I-NP O
конечном ADJ I-NP O
счёте NOUN I-NP O
на ADP I-NP O
луну NOUN I-NP B-Location
. PUNCT B-VP O

Президент NOUN B-NP O
призвал VERB B-VP O
вернуться VERB I-VP O
на ADP I-VP O
Луну PROPN I-VP B-Location
к ADP B-NP O
2020 NUM I-NP O
году NOUN I-NP O
и CCONJ B-VP O
обеспечить VERB I-VP O
полёт VERB I-VP O
дальше ADV I-VP O
— PROPN I-VP O
на ADP I-VP O
Марс PROPN I-VP B-Location
. PUNCT I-VP O

Создав VERB B-VP O
базу NOUN B-NP O
на ADP B-VP O
Луне PROPN I-VP B-Location
, PUNCT I-VP O
НАСА PROPN I-VP B-Org
может VERB I-VP O
учиться VERB I-VP O
использовать VERB I-VP O
природные ADJ B-NP O
ресурсы NOUN I-NP O
Луны PROPN I-NP B-Location
, PUNCT B-VP O
чтобы SCONJ I-VP O
не PART I-VP O
зависеть VERB I-VP O
от ADP I-VP O
Земли PROPN I-VP B-Location
, PUNCT I-VP O
проделать VERB I-VP O
необходимую ADJ B-NP O
подготовку NOUN I-NP O
к ADP I-NP O
путешествию NOUN I-NP O
на ADP I-NP O
Марс PROPN I-NP B-Location
, PUNCT B-VP O
проводить VERB I-VP O
разнообразные ADJ B-NP O
научные ADJ I-NP O
исследования NOUN I-NP O
и CCONJ B-VP O
развивать VERB I-VP O
международное ADJ B-NP O
сотрудничество NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Таким DET I-NP O
образом NOUN I-NP O
, PUNCT I-NP O
создание NOUN I-NP O
лунной ADJ I-NP O
базы NOUN I-NP O
будет AUX I-NP O
центральной ADJ I-NP O
темой NOUN I-NP O
в ADP I-NP O
наших DET I-NP O
планах NOUN I-NP O
возвращения NOUN I-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
и CCONJ I-NP O
продвижения NOUN I-NP O
далее ADV I-NP O
к ADP I-NP O
Марсу PROPN I-NP B-Location
» PROPN B-VP O
, PUNCT I-VP O
сказал VERB I-VP O
Хоровитц PROPN I-VP B-Person
. PUNCT I-VP O

« NOUN B-NP O
Это PRON I-NP O
очень ADV I-NP O
важное ADJ I-NP O
решение NOUN I-NP O
. PUNCT I-NP O

Это PRON B-NP O
та DET I-NP O
область NOUN I-NP O
, PUNCT B-VP O
где ADV I-VP O
сообщество NOUN B-NP O
учёных NOUN I-NP O
и CCONJ I-NP O
сообщество NOUN I-NP O
инженеров NOUN I-NP O
работают VERB B-VP O
в ADP I-VP O
полном ADJ I-VP O
согласии NOUN B-NP O
» PROPN I-NP O
. PUNCT I-NP O

« NOUN B-NP O
В ADP B-ROOT O
настоящее ADJ I-ROOT O
время NOUN B-NP O
, PUNCT B-ROOT O
наше DET B-NP O
знание NOUN I-NP O
о ADP I-NP O
полюсах NOUN I-NP O
Луны PROPN I-NP B-Location
— PROPN I-NP O
не PART B-ROOT O
достаточны ADJ I-ROOT O
. PUNCT I-ROOT O

Фактически ADV B-VP O
, PUNCT I-VP O
мы PRON I-VP O
больше ADV I-VP O
знаем VERB I-VP O
о ADP B-NP O
полюсах NOUN I-NP O
Марса PROPN I-NP B-Location
, PUNCT I-NP O
чем SCONJ I-NP O
о ADP I-NP O
полюсах NOUN I-NP O
Луны PROPN I-NP B-Location
. PUNCT B-VP O

Поэтому ADV B-VP O
становится VERB I-VP O
важными ADJ I-VP O
предстоящие ADJ I-VP O
беспилотные ADJ I-VP O
, PUNCT I-VP O
разведывательные ADJ I-VP O
полёты NOUN B-NP O
к ADP I-NP O
Луне PROPN I-NP B-Location
, PUNCT B-VP O
от ADP I-VP O
которых PRON I-VP O
мы PRON I-VP O
получим VERB I-VP O
недостающую VERB I-VP O
нам PRON I-VP O
информацию NOUN B-NP O
» PROPN B-VP O
. PUNCT I-VP O

Постепенно ADV B-VP O
будет AUX I-VP O
сворачиваться VERB I-VP O
программа NOUN B-NP O
полётов NOUN I-NP O
шаттлов NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
разворачиваться VERB I-VP O
беспилотные ADJ B-NP O
разведывательные ADJ I-NP O
полёты NOUN I-NP O
к ADP I-NP O
Луне PROPN I-NP B-Location
. PUNCT B-VP O

НАСА PROPN B-VP B-Org
планирует VERB I-VP O
начать VERB I-VP O
эту DET B-NP O
программу NOUN I-NP O
в ADP I-NP O
2008 NUM I-NP O
году NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
это DET I-NP O
же PART I-NP O
время NOUN I-NP O
планируется VERB B-VP O
создание NOUN B-NP O
ракеты NOUN I-NP O
- PUNCT I-NP O
носителя NOUN I-NP O
« PROPN B-VP O
Арес PROPN I-VP O
I PROPN I-VP O
» PROPN I-VP O
, PUNCT I-VP O
которая PRON I-VP O
выведет VERB I-VP O
на ADP B-NP O
околоземную ADJ I-NP O
орбиту NOUN I-NP O
новый ADJ I-NP O
пилотируемый ADJ I-NP O
корабль NOUN I-NP O
« PROPN B-VP O
Орион PROPN I-VP O
» PROPN I-VP O
, PUNCT I-VP O
уже ADV B-NP O
в ADP I-NP O
2009 NUM I-NP O
году NOUN I-NP O
. PUNCT B-VP O

Первый ADJ B-NP O
пилотируемый VERB B-VP O
полёт NOUN B-NP O
« PROPN I-NP O
Ориона PROPN I-NP B-Location
» PROPN I-NP O
должен ADJ B-ROOT O
состояться VERB B-VP O
в ADP B-NP O
2014 NUM I-NP O
году NOUN I-NP O
. PUNCT B-ROOT O

К ADP B-NP O
этому DET I-NP O
времени NOUN I-NP O
должен ADJ B-ROOT O
быть AUX I-ROOT O
создана VERB B-VP O
тяжелая ADJ B-NP O
ракета NOUN I-NP O
- PUNCT I-NP O
носитель NOUN I-NP O
для ADP I-NP O
вывода NOUN I-NP O
в ADP I-NP O
космос NOUN I-NP O
лунного ADJ I-NP O
модуля NOUN I-NP O
. PUNCT B-ROOT O

« NOUN B-NP O
Мы PRON B-VP O
рассматриваем VERB I-VP O
все DET B-NP O
возможности NOUN I-NP O
. PUNCT B-VP O

Конечно ADV B-VP O
, PUNCT I-VP O
мы PRON I-VP O
собираемся VERB I-VP O
сосредотачивать VERB I-VP O
наши DET B-NP O
ресурсы NOUN I-NP O
на ADP I-NP O
выборе NOUN I-NP O
наиболее ADV I-NP O
интересных ADJ I-NP O
мест NOUN I-NP O
на ADP I-NP O
Луне PROPN I-NP B-Location
. PUNCT B-VP O

Но CCONJ B-ROOT O
, PUNCT I-ROOT O
в ADP B-NP O
тоже PART I-NP O
время NOUN I-NP O
, PUNCT I-NP O
мы PRON B-ROOT O
будем AUX I-ROOT O
создавать VERB B-VP O
систему NOUN B-NP O
, PUNCT B-VP O
которая PRON I-VP O
сможет VERB I-VP O
достичь VERB I-VP O
любого ADJ B-NP O
места NOUN I-NP O
на ADP I-NP O
Луне PROPN I-NP B-Location
» PROPN B-ROOT O
. PUNCT I-ROOT O

В ADP B-NP O
понедельник NOUN I-NP O
28 NUM I-NP O
июня NOUN I-NP O
у ADP I-NP O
здания NOUN I-NP O
мэрии NOUN I-NP B-Org
Москвы PROPN I-NP B-LocOrg
на ADP I-NP O
Тверской ADJ I-NP B-Location
площади NOUN I-NP I-Location
состоялась VERB B-VP O
очередная ADJ B-NP O
несанкционированная ADJ I-NP O
акция NOUN I-NP O
протеста NOUN I-NP O
« PROPN I-NP O
День PROPN I-NP O
гнева NOUN I-NP O
» PROPN I-NP O
, PUNCT B-VP O
в ADP B-NP O
этот DET I-NP O
раз NOUN I-NP O
направленная VERB B-VP O
, PUNCT B-NP O
главным ADJ I-NP O
образом NOUN I-NP O
, PUNCT I-NP O
против ADP I-NP O
политики NOUN I-NP O
московских ADJ I-NP O
и CCONJ I-NP O
подмосковных ADJ I-NP O
властей NOUN I-NP O
. PUNCT B-VP O

Среди ADP B-NP O
требований NOUN I-NP O
, PUNCT I-NP O
выдвигаемых VERB B-VP O
организаторами NOUN B-NP O
акции NOUN I-NP O
: PUNCT I-NP O
« NOUN I-NP O
немедленная ADJ I-NP O
отставка NOUN I-NP O
мэра NOUN I-NP O
Москвы PROPN I-NP B-LocOrg
Юрия PROPN I-NP B-Person
Лужкова PROPN I-NP I-Person
, PUNCT I-NP O
расследование NOUN I-NP O
итогов NOUN I-NP O
его PRON I-NP O
деятельности NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
« NUM I-NP O
созыв NOUN I-NP O
московского ADJ I-NP O
общественного ADJ I-NP O
форума NOUN I-NP O
для ADP I-NP O
обсуждения NOUN I-NP O
путей NOUN I-NP O
реформирования NOUN I-NP O
основных ADJ I-NP O
сфер NOUN I-NP O
жизнедеятельности NOUN I-NP O
в ADP I-NP O
Москве PROPN I-NP B-Location
» PROPN I-NP O
, PUNCT I-NP O
« NUM I-NP O
восстановление NOUN I-NP O
прямых ADJ I-NP O
выборов NOUN I-NP O
глав NOUN I-NP O
регионов NOUN I-NP O
России PROPN I-NP B-LocOrg
» PROPN I-NP O
, PUNCT I-NP O
« NUM I-NP O
роспуск NOUN I-NP O
нелегитимной ADJ I-NP O
Мосгордумы PROPN I-NP B-Org
» PROPN I-NP O
, PUNCT I-NP O
отставка NOUN I-NP O
подмосковного ADJ I-NP B-LocOrg
губернатора NOUN I-NP O
Бориса PROPN I-NP B-Person
Громова PROPN I-NP I-Person
и CCONJ I-NP O
др NOUN I-NP O
. PUNCT I-NP O

Участникам NOUN B-NP O
акции NOUN I-NP O
предлагалось VERB B-VP O
принести VERB I-VP O
с ADP I-VP O
собой PRON I-VP O
лист NOUN B-NP O
бумаги NOUN I-NP O
или CCONJ I-NP O
кусок NOUN I-NP O
ткани NOUN I-NP O
чёрного ADJ I-NP O
цвета NOUN I-NP O
, PUNCT B-VP O
символизирующие VERB I-VP O
« NUM I-VP O
чёрную ADJ B-NP O
метку NOUN I-NP O
» PROPN B-VP O
для ADP I-VP O
Юрия PROPN I-VP B-Person
Лужкова PROPN I-VP I-Person
. PUNCT I-VP O

Начало NOUN B-NP O
акции NOUN I-NP O
было AUX B-VP O
намечено VERB I-VP O
на ADP B-NP O
19 NUM I-NP O
часов NOUN I-NP O
; PUNCT B-VP O
подчёркивалось VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
она PRON I-VP O
состоится VERB I-VP O
несмотря ADV B-NP O
на ADP I-NP O
запрет NOUN I-NP O
властей NOUN I-NP O
. PUNCT B-VP O

Освещающие VERB B-VP O
акцию NOUN B-NP O
блоггеры NOUN I-NP O
сообщили VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
автобусы NOUN B-NP O
с ADP I-NP O
милицией NOUN I-NP O
стали VERB B-VP O
занимать VERB I-VP O
площадь NOUN B-NP O
у ADP I-NP O
памятника NOUN I-NP B-Location
Юрию PROPN I-NP B-Person
Долгорукому PROPN B-VP I-Person
ещё ADV B-NP O
с ADP I-NP O
15 NUM I-NP O
часов NOUN I-NP O
дня NOUN I-NP O
, PUNCT B-VP O
центральная ADJ B-NP O
часть NOUN I-NP O
площади NOUN I-NP O
была AUX B-VP O
огорожена VERB I-VP O
. PUNCT I-VP O

Ко ADP B-NP O
времени NOUN I-NP O
начала NOUN I-NP O
акции NOUN I-NP O
вокруг ADP I-NP O
огороженной ADJ I-NP O
территории NOUN I-NP O
собралось VERB B-VP O
множество NOUN B-NP O
журналистов NOUN I-NP O
и CCONJ I-NP O
прохожих NOUN I-NP O
, PUNCT I-NP O
по ADP I-NP O
мере NOUN I-NP O
прибытия NOUN I-NP O
самих ADJ I-NP O
участников NOUN I-NP O
акции NOUN I-NP O
милиция NOUN I-NP O
начала NOUN I-NP O
планомерно ADV B-VP O
их PRON I-VP O
задерживать VERB I-VP O
и CCONJ I-VP O
заталкивать VERB I-VP O
в ADP B-NP O
автобусы NOUN I-NP O
. PUNCT B-VP O

Всего ADV B-VP O
, PUNCT I-VP O
по ADP B-NP O
сообщениям NOUN I-NP O
блоггеров NOUN I-NP O
и CCONJ I-NP O
СМИ PROPN I-NP O
, PUNCT I-NP O
было AUX B-VP O
задержано VERB I-VP O
более ADV B-NP O
30 NUM I-NP O
человек NOUN I-NP O
. PUNCT B-VP O

Пользователь NOUN B-NP O
ЖЖ PROPN B-VP O
zyalt NOUN B-NP B-Person
сообщает VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
среди ADP I-VP O
задержанных VERB I-VP O
оказался VERB I-VP O
депутат NOUN B-NP O
муниципального ADJ I-NP B-Org
собрания NOUN I-NP O
района NOUN I-NP B-LocOrg
Отрадное PROPN I-NP I-LocOrg
, PUNCT I-NP O
сопредседатель NOUN I-NP O
московского ADJ I-NP B-Org
отделения NOUN I-NP I-Org
движения NOUN I-NP I-Org
« PROPN I-NP O
Солидарность PROPN I-NP B-Org
» PROPN I-NP O
Михаил PROPN I-NP B-Person
Вельмакин PROPN I-NP I-Person
, PUNCT I-NP O
известный ADJ I-NP O
правозащитник NOUN I-NP O
Лев PROPN I-NP B-Person
Пономарев PROPN I-NP I-Person
, PUNCT I-NP O
координатор NOUN I-NP O
движения NOUN I-NP B-Org
« PROPN I-NP O
Левый ADJ I-NP B-Org
фронт NOUN I-NP O
» PROPN I-NP O
Сергей PROPN I-NP B-Person
Удальцов PROPN I-NP I-Person
. PUNCT B-VP O

Организаторами NOUN B-NP O
акции NOUN I-NP O
выступили VERB B-VP O
движение NOUN B-NP B-Org
« PROPN I-NP O
За ADP I-NP B-Org
права NOUN I-NP O
человека NOUN I-NP O
» PROPN I-NP O
, PUNCT B-VP O
Союз PROPN B-NP B-Org
координационных ADJ I-NP O
советов NOUN I-NP O
( PUNCT I-NP O
СКС PROPN I-NP B-Org
) PUNCT I-NP O
, PUNCT I-NP O
институт NOUN I-NP B-Org
« NOUN I-NP O
Коллективное ADJ I-NP B-Org
действие NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
« PROPN I-NP O
Жилищная ADJ I-NP B-Org
солидарность NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
Движение NOUN I-NP B-Org
общежитий NOUN I-NP O
Москвы PROPN I-NP O
, PUNCT I-NP O
Движение NOUN I-NP B-Org
в ADP I-NP O
защиту NOUN I-NP O
Химкинского ADJ I-NP B-Location
леса NOUN I-NP I-Location
, PUNCT I-NP O
движение NOUN I-NP B-Org
« PROPN I-NP O
Московский ADJ I-NP B-Org
совет NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
« NOUN I-NP O
Координационный ADJ I-NP B-Org
совет NOUN I-NP I-Org
пострадавших NOUN I-NP O
соинвесторов NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

На ADP B-NP O
заре NOUN I-NP O
первого ADJ I-NP O
дня NOUN I-NP O
Нового ADJ I-NP O
года NOUN I-NP O
нефть NOUN I-NP O
начали VERB B-VP O
качать VERB I-VP O
по ADP B-NP O
трубам NOUN I-NP O
, PUNCT B-VP O
протянувшимся VERB I-VP O
более ADV B-NP O
, PUNCT I-NP O
чем SCONJ I-NP O
на ADP I-NP O
3600 NUM I-NP O
км NOUN I-NP O
из ADP I-NP O
Восточной ADJ I-NP B-Location
Сибири PROPN I-NP O
в ADP I-NP O
северовосточный ADJ I-NP B-Location
китайский ADJ I-NP I-Location
город NOUN I-NP I-Location
Дацин PROPN B-VP I-Location
. PUNCT I-VP O

Будучи AUX B-VP O
крупнейшим ADJ I-VP O
в ADP B-NP O
мире NOUN I-NP O
экспортером NOUN I-NP O
нефти NOUN I-NP O
, PUNCT B-VP O
Россия PROPN I-VP B-LocOrg
планирует VERB I-VP O
отправлять VERB I-VP O
крупнейшему ADJ I-VP O
потребителю NOUN B-NP O
энергоносителей NOUN I-NP O
— PROPN B-VP O
Китаю PROPN I-VP B-LocOrg
— PROPN I-VP O
более ADV B-NP O
300 NUM I-NP O
тысяч NOUN I-NP O
баррелей NOUN I-NP O
в ADP I-NP O
день NOUN I-NP O
. PUNCT B-VP O

Сделка NOUN B-NP O
способствует VERB B-VP O
укреплений NOUN B-NP O
растущих VERB B-VP O
связей NOUN B-NP O
между ADP I-NP O
странами NOUN I-NP O
. PUNCT B-VP O

Председатель NOUN B-NP O
КНР PROPN I-NP B-LocOrg
Ху PROPN I-NP B-Person
Цзиньтао PROPN I-NP I-Person
и CCONJ I-NP O
российский ADJ I-NP O
президент NOUN I-NP O
Дмитрий PROPN I-NP B-Person
Медведев PROPN I-NP I-Person
символически ADV B-VP O
открыли VERB I-VP O
нефтепровод NOUN B-NP O
в ADP I-NP O
конце NOUN I-NP O
сентября NOUN I-NP O
2010-го ADJ I-NP O
, PUNCT I-NP O
и CCONJ I-NP O
до ADP I-NP O
конца NOUN I-NP O
года NOUN I-NP O
эксплуатация NOUN I-NP O
проходила VERB B-VP O
в ADP B-NP O
испытательном ADJ I-NP O
режиме NOUN I-NP O
. PUNCT B-VP O

Новые ADJ B-NP O
поставки NOUN I-NP O
нефти NOUN I-NP O
почти ADV B-VP O
вдвое ADV I-VP O
увеличат VERB I-VP O
объем NOUN B-NP O
« PROPN I-NP O
черного ADJ I-NP O
золота NOUN I-NP O
» PROPN B-VP O
, PUNCT I-VP O
поставляемого VERB I-VP O
Россией PROPN I-VP B-LocOrg
в ADP I-VP O
Китай PROPN I-VP B-Location
. PUNCT I-VP O

До ADP B-VP O
сих DET I-VP O
пор NOUN B-NP O
доставка NOUN I-NP O
сырой ADJ I-NP O
нефти NOUN I-NP O
осуществлялись VERB B-VP O
по ADP B-NP O
железной ADJ I-NP O
дороге NOUN I-NP O
в ADP I-NP O
тихоокеанский ADJ I-NP B-Location
порт NOUN I-NP I-Location
Козьмино PROPN B-VP I-Location
. PUNCT I-VP O

По ADP B-NP O
договору NOUN I-NP O
между ADP I-NP O
двумя NUM I-NP O
странами NOUN I-NP O
о ADP I-NP O
нефтепроводе NOUN I-NP O
от ADP I-NP O
2009 NUM I-NP O
года NOUN I-NP O
, PUNCT I-NP O
Поднебесная ADJ I-NP B-LocOrg
будет AUX B-VP O
получать VERB I-VP O
нефть NOUN B-NP O
20 NUM I-NP O
лет NOUN I-NP O
в ADP I-NP O
обмен NOUN I-NP O
на ADP I-NP O
25 NUM I-NP O
миллиардов NOUN I-NP O
долларов NOUN I-NP O
кредитов NOUN I-NP O
. PUNCT B-VP O

Как SCONJ B-VP O
сообщает VERB I-VP O
Agence PROPN I-VP B-Org
France-Presse PROPN I-VP O
, PUNCT I-VP O
Верховный ADJ B-NP B-Org
суд NOUN I-NP I-Org
Бангладеша PROPN I-NP B-LocOrg
снял VERB B-VP O
запрет NOUN B-NP O
на ADP I-NP O
издание NOUN I-NP O
так ADV B-VP O
называемых VERB I-VP O
